"STATISTIC","Statistic Label","TLIST(A1)","Year","C02451V02968","County","UNIT","VALUE"
"ROA27C01","Fatal Collisions","2013","2013","-","All Counties","Number","179"
"ROA27C01","Fatal Collisions","2013","2013","01","Carlow","Number","1"
"ROA27C01","Fatal Collisions","2013","2013","02","Dublin","Number","18"
"ROA27C01","Fatal Collisions","2013","2013","03","Kildare","Number","13"
"ROA27C01","Fatal Collisions","2013","2013","04","Kilkenny","Number","4"
"ROA27C01","Fatal Collisions","2013","2013","05","Laois","Number","2"
"ROA27C01","Fatal Collisions","2013","2013","06","Longford","Number","2"
"ROA27C01","Fatal Collisions","2013","2013","07","Louth","Number","4"
"ROA27C01","Fatal Collisions","2013","2013","08","Meath","Number","9"
"ROA27C01","Fatal Collisions","2013","2013","09","Offaly","Number","4"
"ROA27C01","Fatal Collisions","2013","2013","10","Westmeath","Number","5"
"ROA27C01","Fatal Collisions","2013","2013","11","Wexford","Number","7"
"ROA27C01","Fatal Collisions","2013","2013","12","Wicklow","Number","6"
"ROA27C01","Fatal Collisions","2013","2013","13","Clare","Number","2"
"ROA27C01","Fatal Collisions","2013","2013","14","Cork","Number","18"
"ROA27C01","Fatal Collisions","2013","2013","15","Kerry","Number","13"
"ROA27C01","Fatal Collisions","2013","2013","16","Limerick","Number","5"
"ROA27C01","Fatal Collisions","2013","2013","17","Tipperary","Number","12"
"ROA27C01","Fatal Collisions","2013","2013","18","Waterford","Number","2"
"ROA27C01","Fatal Collisions","2013","2013","19","Galway","Number","13"
"ROA27C01","Fatal Collisions","2013","2013","20","Leitrim","Number","2"
"ROA27C01","Fatal Collisions","2013","2013","21","Mayo","Number","6"
"ROA27C01","Fatal Collisions","2013","2013","22","Roscommon","Number","4"
"ROA27C01","Fatal Collisions","2013","2013","23","Sligo","Number","4"
"ROA27C01","Fatal Collisions","2013","2013","24","Cavan","Number","3"
"ROA27C01","Fatal Collisions","2013","2013","25","Donegal","Number","12"
"ROA27C01","Fatal Collisions","2013","2013","26","Monaghan","Number","8"
"ROA27C01","Fatal Collisions","2014","2014","-","All Counties","Number","179"
"ROA27C01","Fatal Collisions","2014","2014","01","Carlow","Number","5"
"ROA27C01","Fatal Collisions","2014","2014","02","Dublin","Number","29"
"ROA27C01","Fatal Collisions","2014","2014","03","Kildare","Number","3"
"ROA27C01","Fatal Collisions","2014","2014","04","Kilkenny","Number","3"
"ROA27C01","Fatal Collisions","2014","2014","05","Laois","Number","6"
"ROA27C01","Fatal Collisions","2014","2014","06","Longford","Number","4"
"ROA27C01","Fatal Collisions","2014","2014","07","Louth","Number","5"
"ROA27C01","Fatal Collisions","2014","2014","08","Meath","Number","5"
"ROA27C01","Fatal Collisions","2014","2014","09","Offaly","Number","2"
"ROA27C01","Fatal Collisions","2014","2014","10","Westmeath","Number","3"
"ROA27C01","Fatal Collisions","2014","2014","11","Wexford","Number","4"
"ROA27C01","Fatal Collisions","2014","2014","12","Wicklow","Number","7"
"ROA27C01","Fatal Collisions","2014","2014","13","Clare","Number","4"
"ROA27C01","Fatal Collisions","2014","2014","14","Cork","Number","18"
"ROA27C01","Fatal Collisions","2014","2014","15","Kerry","Number","13"
"ROA27C01","Fatal Collisions","2014","2014","16","Limerick","Number","10"
"ROA27C01","Fatal Collisions","2014","2014","17","Tipperary","Number","12"
"ROA27C01","Fatal Collisions","2014","2014","18","Waterford","Number","5"
"ROA27C01","Fatal Collisions","2014","2014","19","Galway","Number","5"
"ROA27C01","Fatal Collisions","2014","2014","20","Leitrim","Number","1"
"ROA27C01","Fatal Collisions","2014","2014","21","Mayo","Number","11"
"ROA27C01","Fatal Collisions","2014","2014","22","Roscommon","Number","6"
"ROA27C01","Fatal Collisions","2014","2014","23","Sligo","Number","1"
"ROA27C01","Fatal Collisions","2014","2014","24","Cavan","Number","1"
"ROA27C01","Fatal Collisions","2014","2014","25","Donegal","Number","9"
"ROA27C01","Fatal Collisions","2014","2014","26","Monaghan","Number","7"
"ROA27C01","Fatal Collisions","2015","2015","-","All Counties","Number","155"
"ROA27C01","Fatal Collisions","2015","2015","01","Carlow","Number","4"
"ROA27C01","Fatal Collisions","2015","2015","02","Dublin","Number","17"
"ROA27C01","Fatal Collisions","2015","2015","03","Kildare","Number","6"
"ROA27C01","Fatal Collisions","2015","2015","04","Kilkenny","Number","2"
"ROA27C01","Fatal Collisions","2015","2015","05","Laois","Number","2"
"ROA27C01","Fatal Collisions","2015","2015","06","Longford","Number","5"
"ROA27C01","Fatal Collisions","2015","2015","07","Louth","Number","6"
"ROA27C01","Fatal Collisions","2015","2015","08","Meath","Number","8"
"ROA27C01","Fatal Collisions","2015","2015","09","Offaly","Number","4"
"ROA27C01","Fatal Collisions","2015","2015","10","Westmeath","Number","5"
"ROA27C01","Fatal Collisions","2015","2015","11","Wexford","Number","7"
"ROA27C01","Fatal Collisions","2015","2015","12","Wicklow","Number","8"
"ROA27C01","Fatal Collisions","2015","2015","13","Clare","Number","2"
"ROA27C01","Fatal Collisions","2015","2015","14","Cork","Number","14"
"ROA27C01","Fatal Collisions","2015","2015","15","Kerry","Number","8"
"ROA27C01","Fatal Collisions","2015","2015","16","Limerick","Number","4"
"ROA27C01","Fatal Collisions","2015","2015","17","Tipperary","Number","4"
"ROA27C01","Fatal Collisions","2015","2015","18","Waterford","Number","0"
"ROA27C01","Fatal Collisions","2015","2015","19","Galway","Number","12"
"ROA27C01","Fatal Collisions","2015","2015","20","Leitrim","Number","3"
"ROA27C01","Fatal Collisions","2015","2015","21","Mayo","Number","13"
"ROA27C01","Fatal Collisions","2015","2015","22","Roscommon","Number","1"
"ROA27C01","Fatal Collisions","2015","2015","23","Sligo","Number","2"
"ROA27C01","Fatal Collisions","2015","2015","24","Cavan","Number","4"
"ROA27C01","Fatal Collisions","2015","2015","25","Donegal","Number","10"
"ROA27C01","Fatal Collisions","2015","2015","26","Monaghan","Number","4"
"ROA27C01","Fatal Collisions","2016","2016","-","All Counties","Number","174"
"ROA27C01","Fatal Collisions","2016","2016","01","Carlow","Number","0"
"ROA27C01","Fatal Collisions","2016","2016","02","Dublin","Number","21"
"ROA27C01","Fatal Collisions","2016","2016","03","Kildare","Number","7"
"ROA27C01","Fatal Collisions","2016","2016","04","Kilkenny","Number","6"
"ROA27C01","Fatal Collisions","2016","2016","05","Laois","Number","3"
"ROA27C01","Fatal Collisions","2016","2016","06","Longford","Number","3"
"ROA27C01","Fatal Collisions","2016","2016","07","Louth","Number","7"
"ROA27C01","Fatal Collisions","2016","2016","08","Meath","Number","12"
"ROA27C01","Fatal Collisions","2016","2016","09","Offaly","Number","4"
"ROA27C01","Fatal Collisions","2016","2016","10","Westmeath","Number","3"
"ROA27C01","Fatal Collisions","2016","2016","11","Wexford","Number","4"
"ROA27C01","Fatal Collisions","2016","2016","12","Wicklow","Number","2"
"ROA27C01","Fatal Collisions","2016","2016","13","Clare","Number","4"
"ROA27C01","Fatal Collisions","2016","2016","14","Cork","Number","20"
"ROA27C01","Fatal Collisions","2016","2016","15","Kerry","Number","7"
"ROA27C01","Fatal Collisions","2016","2016","16","Limerick","Number","15"
"ROA27C01","Fatal Collisions","2016","2016","17","Tipperary","Number","13"
"ROA27C01","Fatal Collisions","2016","2016","18","Waterford","Number","7"
"ROA27C01","Fatal Collisions","2016","2016","19","Galway","Number","9"
"ROA27C01","Fatal Collisions","2016","2016","20","Leitrim","Number","1"
"ROA27C01","Fatal Collisions","2016","2016","21","Mayo","Number","4"
"ROA27C01","Fatal Collisions","2016","2016","22","Roscommon","Number","7"
"ROA27C01","Fatal Collisions","2016","2016","23","Sligo","Number","2"
"ROA27C01","Fatal Collisions","2016","2016","24","Cavan","Number","3"
"ROA27C01","Fatal Collisions","2016","2016","25","Donegal","Number","6"
"ROA27C01","Fatal Collisions","2016","2016","26","Monaghan","Number","4"
"ROA27C01","Fatal Collisions","2017","2017","-","All Counties","Number","141"
"ROA27C01","Fatal Collisions","2017","2017","01","Carlow","Number","3"
"ROA27C01","Fatal Collisions","2017","2017","02","Dublin","Number","24"
"ROA27C01","Fatal Collisions","2017","2017","03","Kildare","Number","6"
"ROA27C01","Fatal Collisions","2017","2017","04","Kilkenny","Number","5"
"ROA27C01","Fatal Collisions","2017","2017","05","Laois","Number","2"
"ROA27C01","Fatal Collisions","2017","2017","06","Longford","Number","2"
"ROA27C01","Fatal Collisions","2017","2017","07","Louth","Number","7"
"ROA27C01","Fatal Collisions","2017","2017","08","Meath","Number","7"
"ROA27C01","Fatal Collisions","2017","2017","09","Offaly","Number","2"
"ROA27C01","Fatal Collisions","2017","2017","10","Westmeath","Number","1"
"ROA27C01","Fatal Collisions","2017","2017","11","Wexford","Number","3"
"ROA27C01","Fatal Collisions","2017","2017","12","Wicklow","Number","2"
"ROA27C01","Fatal Collisions","2017","2017","13","Clare","Number","4"
"ROA27C01","Fatal Collisions","2017","2017","14","Cork","Number","13"
"ROA27C01","Fatal Collisions","2017","2017","15","Kerry","Number","7"
"ROA27C01","Fatal Collisions","2017","2017","16","Limerick","Number","6"
"ROA27C01","Fatal Collisions","2017","2017","17","Tipperary","Number","8"
"ROA27C01","Fatal Collisions","2017","2017","18","Waterford","Number","4"
"ROA27C01","Fatal Collisions","2017","2017","19","Galway","Number","5"
"ROA27C01","Fatal Collisions","2017","2017","20","Leitrim","Number","1"
"ROA27C01","Fatal Collisions","2017","2017","21","Mayo","Number","8"
"ROA27C01","Fatal Collisions","2017","2017","22","Roscommon","Number","4"
"ROA27C01","Fatal Collisions","2017","2017","23","Sligo","Number","2"
"ROA27C01","Fatal Collisions","2017","2017","24","Cavan","Number","2"
"ROA27C01","Fatal Collisions","2017","2017","25","Donegal","Number","5"
"ROA27C01","Fatal Collisions","2017","2017","26","Monaghan","Number","8"
"ROA27C01","Fatal Collisions","2018","2018","-","All Counties","Number","132"
"ROA27C01","Fatal Collisions","2018","2018","01","Carlow","Number","2"
"ROA27C01","Fatal Collisions","2018","2018","02","Dublin","Number","14"
"ROA27C01","Fatal Collisions","2018","2018","03","Kildare","Number","4"
"ROA27C01","Fatal Collisions","2018","2018","04","Kilkenny","Number","2"
"ROA27C01","Fatal Collisions","2018","2018","05","Laois","Number","5"
"ROA27C01","Fatal Collisions","2018","2018","06","Longford","Number","3"
"ROA27C01","Fatal Collisions","2018","2018","07","Louth","Number","6"
"ROA27C01","Fatal Collisions","2018","2018","08","Meath","Number","7"
"ROA27C01","Fatal Collisions","2018","2018","09","Offaly","Number","2"
"ROA27C01","Fatal Collisions","2018","2018","10","Westmeath","Number","5"
"ROA27C01","Fatal Collisions","2018","2018","11","Wexford","Number","3"
"ROA27C01","Fatal Collisions","2018","2018","12","Wicklow","Number","5"
"ROA27C01","Fatal Collisions","2018","2018","13","Clare","Number","5"
"ROA27C01","Fatal Collisions","2018","2018","14","Cork","Number","15"
"ROA27C01","Fatal Collisions","2018","2018","15","Kerry","Number","2"
"ROA27C01","Fatal Collisions","2018","2018","16","Limerick","Number","8"
"ROA27C01","Fatal Collisions","2018","2018","17","Tipperary","Number","9"
"ROA27C01","Fatal Collisions","2018","2018","18","Waterford","Number","3"
"ROA27C01","Fatal Collisions","2018","2018","19","Galway","Number","6"
"ROA27C01","Fatal Collisions","2018","2018","20","Leitrim","Number","1"
"ROA27C01","Fatal Collisions","2018","2018","21","Mayo","Number","8"
"ROA27C01","Fatal Collisions","2018","2018","22","Roscommon","Number","2"
"ROA27C01","Fatal Collisions","2018","2018","23","Sligo","Number","1"
"ROA27C01","Fatal Collisions","2018","2018","24","Cavan","Number","3"
"ROA27C01","Fatal Collisions","2018","2018","25","Donegal","Number","9"
"ROA27C01","Fatal Collisions","2018","2018","26","Monaghan","Number","2"
"ROA27C01","Fatal Collisions","2019","2019","-","All Counties","Number","129"
"ROA27C01","Fatal Collisions","2019","2019","01","Carlow","Number","2"
"ROA27C01","Fatal Collisions","2019","2019","02","Dublin","Number","17"
"ROA27C01","Fatal Collisions","2019","2019","03","Kildare","Number","4"
"ROA27C01","Fatal Collisions","2019","2019","04","Kilkenny","Number","6"
"ROA27C01","Fatal Collisions","2019","2019","05","Laois","Number","1"
"ROA27C01","Fatal Collisions","2019","2019","06","Longford","Number","1"
"ROA27C01","Fatal Collisions","2019","2019","07","Louth","Number","3"
"ROA27C01","Fatal Collisions","2019","2019","08","Meath","Number","7"
"ROA27C01","Fatal Collisions","2019","2019","09","Offaly","Number","4"
"ROA27C01","Fatal Collisions","2019","2019","10","Westmeath","Number","3"
"ROA27C01","Fatal Collisions","2019","2019","11","Wexford","Number","7"
"ROA27C01","Fatal Collisions","2019","2019","12","Wicklow","Number","3"
"ROA27C01","Fatal Collisions","2019","2019","13","Clare","Number","4"
"ROA27C01","Fatal Collisions","2019","2019","14","Cork","Number","14"
"ROA27C01","Fatal Collisions","2019","2019","15","Kerry","Number","6"
"ROA27C01","Fatal Collisions","2019","2019","16","Limerick","Number","7"
"ROA27C01","Fatal Collisions","2019","2019","17","Tipperary","Number","13"
"ROA27C01","Fatal Collisions","2019","2019","18","Waterford","Number","3"
"ROA27C01","Fatal Collisions","2019","2019","19","Galway","Number","7"
"ROA27C01","Fatal Collisions","2019","2019","20","Leitrim","Number","1"
"ROA27C01","Fatal Collisions","2019","2019","21","Mayo","Number","3"
"ROA27C01","Fatal Collisions","2019","2019","22","Roscommon","Number","3"
"ROA27C01","Fatal Collisions","2019","2019","23","Sligo","Number","1"
"ROA27C01","Fatal Collisions","2019","2019","24","Cavan","Number","3"
"ROA27C01","Fatal Collisions","2019","2019","25","Donegal","Number","5"
"ROA27C01","Fatal Collisions","2019","2019","26","Monaghan","Number","1"
"ROA27C01","Fatal Collisions","2020","2020","-","All Counties","Number","136"
"ROA27C01","Fatal Collisions","2020","2020","01","Carlow","Number","3"
"ROA27C01","Fatal Collisions","2020","2020","02","Dublin","Number","21"
"ROA27C01","Fatal Collisions","2020","2020","03","Kildare","Number","4"
"ROA27C01","Fatal Collisions","2020","2020","04","Kilkenny","Number","5"
"ROA27C01","Fatal Collisions","2020","2020","05","Laois","Number","0"
"ROA27C01","Fatal Collisions","2020","2020","06","Longford","Number","0"
"ROA27C01","Fatal Collisions","2020","2020","07","Louth","Number","7"
"ROA27C01","Fatal Collisions","2020","2020","08","Meath","Number","7"
"ROA27C01","Fatal Collisions","2020","2020","09","Offaly","Number","4"
"ROA27C01","Fatal Collisions","2020","2020","10","Westmeath","Number","4"
"ROA27C01","Fatal Collisions","2020","2020","11","Wexford","Number","7"
"ROA27C01","Fatal Collisions","2020","2020","12","Wicklow","Number","1"
"ROA27C01","Fatal Collisions","2020","2020","13","Clare","Number","3"
"ROA27C01","Fatal Collisions","2020","2020","14","Cork","Number","21"
"ROA27C01","Fatal Collisions","2020","2020","15","Kerry","Number","8"
"ROA27C01","Fatal Collisions","2020","2020","16","Limerick","Number","4"
"ROA27C01","Fatal Collisions","2020","2020","17","Tipperary","Number","7"
"ROA27C01","Fatal Collisions","2020","2020","18","Waterford","Number","2"
"ROA27C01","Fatal Collisions","2020","2020","19","Galway","Number","5"
"ROA27C01","Fatal Collisions","2020","2020","20","Leitrim","Number","1"
"ROA27C01","Fatal Collisions","2020","2020","21","Mayo","Number","5"
"ROA27C01","Fatal Collisions","2020","2020","22","Roscommon","Number","5"
"ROA27C01","Fatal Collisions","2020","2020","23","Sligo","Number","2"
"ROA27C01","Fatal Collisions","2020","2020","24","Cavan","Number","1"
"ROA27C01","Fatal Collisions","2020","2020","25","Donegal","Number","7"
"ROA27C01","Fatal Collisions","2020","2020","26","Monaghan","Number","2"
"ROA27C01","Fatal Collisions","2021","2021","-","All Counties","Number","124"
"ROA27C01","Fatal Collisions","2021","2021","01","Carlow","Number","0"
"ROA27C01","Fatal Collisions","2021","2021","02","Dublin","Number","19"
"ROA27C01","Fatal Collisions","2021","2021","03","Kildare","Number","7"
"ROA27C01","Fatal Collisions","2021","2021","04","Kilkenny","Number","2"
"ROA27C01","Fatal Collisions","2021","2021","05","Laois","Number","2"
"ROA27C01","Fatal Collisions","2021","2021","06","Longford","Number","3"
"ROA27C01","Fatal Collisions","2021","2021","07","Louth","Number","6"
"ROA27C01","Fatal Collisions","2021","2021","08","Meath","Number","11"
"ROA27C01","Fatal Collisions","2021","2021","09","Offaly","Number","0"
"ROA27C01","Fatal Collisions","2021","2021","10","Westmeath","Number","2"
"ROA27C01","Fatal Collisions","2021","2021","11","Wexford","Number","6"
"ROA27C01","Fatal Collisions","2021","2021","12","Wicklow","Number","1"
"ROA27C01","Fatal Collisions","2021","2021","13","Clare","Number","2"
"ROA27C01","Fatal Collisions","2021","2021","14","Cork","Number","7"
"ROA27C01","Fatal Collisions","2021","2021","15","Kerry","Number","6"
"ROA27C01","Fatal Collisions","2021","2021","16","Limerick","Number","5"
"ROA27C01","Fatal Collisions","2021","2021","17","Tipperary","Number","10"
"ROA27C01","Fatal Collisions","2021","2021","18","Waterford","Number","1"
"ROA27C01","Fatal Collisions","2021","2021","19","Galway","Number","9"
"ROA27C01","Fatal Collisions","2021","2021","20","Leitrim","Number","0"
"ROA27C01","Fatal Collisions","2021","2021","21","Mayo","Number","5"
"ROA27C01","Fatal Collisions","2021","2021","22","Roscommon","Number","2"
"ROA27C01","Fatal Collisions","2021","2021","23","Sligo","Number","1"
"ROA27C01","Fatal Collisions","2021","2021","24","Cavan","Number","5"
"ROA27C01","Fatal Collisions","2021","2021","25","Donegal","Number","7"
"ROA27C01","Fatal Collisions","2021","2021","26","Monaghan","Number","5"
"ROA27C01","Fatal Collisions","2022","2022","-","All Counties","Number","147"
"ROA27C01","Fatal Collisions","2022","2022","01","Carlow","Number","0"
"ROA27C01","Fatal Collisions","2022","2022","02","Dublin","Number","12"
"ROA27C01","Fatal Collisions","2022","2022","03","Kildare","Number","4"
"ROA27C01","Fatal Collisions","2022","2022","04","Kilkenny","Number","9"
"ROA27C01","Fatal Collisions","2022","2022","05","Laois","Number","3"
"ROA27C01","Fatal Collisions","2022","2022","06","Longford","Number","2"
"ROA27C01","Fatal Collisions","2022","2022","07","Louth","Number","8"
"ROA27C01","Fatal Collisions","2022","2022","08","Meath","Number","7"
"ROA27C01","Fatal Collisions","2022","2022","09","Offaly","Number","4"
"ROA27C01","Fatal Collisions","2022","2022","10","Westmeath","Number","3"
"ROA27C01","Fatal Collisions","2022","2022","11","Wexford","Number","9"
"ROA27C01","Fatal Collisions","2022","2022","12","Wicklow","Number","2"
"ROA27C01","Fatal Collisions","2022","2022","13","Clare","Number","7"
"ROA27C01","Fatal Collisions","2022","2022","14","Cork","Number","12"
"ROA27C01","Fatal Collisions","2022","2022","15","Kerry","Number","7"
"ROA27C01","Fatal Collisions","2022","2022","16","Limerick","Number","9"
"ROA27C01","Fatal Collisions","2022","2022","17","Tipperary","Number","7"
"ROA27C01","Fatal Collisions","2022","2022","18","Waterford","Number","3"
"ROA27C01","Fatal Collisions","2022","2022","19","Galway","Number","6"
"ROA27C01","Fatal Collisions","2022","2022","20","Leitrim","Number","2"
"ROA27C01","Fatal Collisions","2022","2022","21","Mayo","Number","5"
"ROA27C01","Fatal Collisions","2022","2022","22","Roscommon","Number","3"
"ROA27C01","Fatal Collisions","2022","2022","23","Sligo","Number","5"
"ROA27C01","Fatal Collisions","2022","2022","24","Cavan","Number","5"
"ROA27C01","Fatal Collisions","2022","2022","25","Donegal","Number","8"
"ROA27C01","Fatal Collisions","2022","2022","26","Monaghan","Number","5"
"ROA27C02","Injury Collisions","2013","2013","-","All Counties","Number","4797"
"ROA27C02","Injury Collisions","2013","2013","01","Carlow","Number","59"
"ROA27C02","Injury Collisions","2013","2013","02","Dublin","Number","1138"
"ROA27C02","Injury Collisions","2013","2013","03","Kildare","Number","214"
"ROA27C02","Injury Collisions","2013","2013","04","Kilkenny","Number","84"
"ROA27C02","Injury Collisions","2013","2013","05","Laois","Number","80"
"ROA27C02","Injury Collisions","2013","2013","06","Longford","Number","47"
"ROA27C02","Injury Collisions","2013","2013","07","Louth","Number","193"
"ROA27C02","Injury Collisions","2013","2013","08","Meath","Number","158"
"ROA27C02","Injury Collisions","2013","2013","09","Offaly","Number","93"
"ROA27C02","Injury Collisions","2013","2013","10","Westmeath","Number","65"
"ROA27C02","Injury Collisions","2013","2013","11","Wexford","Number","132"
"ROA27C02","Injury Collisions","2013","2013","12","Wicklow","Number","134"
"ROA27C02","Injury Collisions","2013","2013","13","Clare","Number","113"
"ROA27C02","Injury Collisions","2013","2013","14","Cork","Number","526"
"ROA27C02","Injury Collisions","2013","2013","15","Kerry","Number","161"
"ROA27C02","Injury Collisions","2013","2013","16","Limerick","Number","282"
"ROA27C02","Injury Collisions","2013","2013","17","Tipperary","Number","168"
"ROA27C02","Injury Collisions","2013","2013","18","Waterford","Number","129"
"ROA27C02","Injury Collisions","2013","2013","19","Galway","Number","301"
"ROA27C02","Injury Collisions","2013","2013","20","Leitrim","Number","32"
"ROA27C02","Injury Collisions","2013","2013","21","Mayo","Number","144"
"ROA27C02","Injury Collisions","2013","2013","22","Roscommon","Number","75"
"ROA27C02","Injury Collisions","2013","2013","23","Sligo","Number","86"
"ROA27C02","Injury Collisions","2013","2013","24","Cavan","Number","95"
"ROA27C02","Injury Collisions","2013","2013","25","Donegal","Number","220"
"ROA27C02","Injury Collisions","2013","2013","26","Monaghan","Number","68"
"ROA27C02","Injury Collisions","2014","2014","-","All Counties","Number","5618"
"ROA27C02","Injury Collisions","2014","2014","01","Carlow","Number","64"
"ROA27C02","Injury Collisions","2014","2014","02","Dublin","Number","1708"
"ROA27C02","Injury Collisions","2014","2014","03","Kildare","Number","223"
"ROA27C02","Injury Collisions","2014","2014","04","Kilkenny","Number","95"
"ROA27C02","Injury Collisions","2014","2014","05","Laois","Number","85"
"ROA27C02","Injury Collisions","2014","2014","06","Longford","Number","59"
"ROA27C02","Injury Collisions","2014","2014","07","Louth","Number","198"
"ROA27C02","Injury Collisions","2014","2014","08","Meath","Number","215"
"ROA27C02","Injury Collisions","2014","2014","09","Offaly","Number","63"
"ROA27C02","Injury Collisions","2014","2014","10","Westmeath","Number","105"
"ROA27C02","Injury Collisions","2014","2014","11","Wexford","Number","158"
"ROA27C02","Injury Collisions","2014","2014","12","Wicklow","Number","155"
"ROA27C02","Injury Collisions","2014","2014","13","Clare","Number","115"
"ROA27C02","Injury Collisions","2014","2014","14","Cork","Number","569"
"ROA27C02","Injury Collisions","2014","2014","15","Kerry","Number","217"
"ROA27C02","Injury Collisions","2014","2014","16","Limerick","Number","281"
"ROA27C02","Injury Collisions","2014","2014","17","Tipperary","Number","181"
"ROA27C02","Injury Collisions","2014","2014","18","Waterford","Number","121"
"ROA27C02","Injury Collisions","2014","2014","19","Galway","Number","316"
"ROA27C02","Injury Collisions","2014","2014","20","Leitrim","Number","37"
"ROA27C02","Injury Collisions","2014","2014","21","Mayo","Number","133"
"ROA27C02","Injury Collisions","2014","2014","22","Roscommon","Number","72"
"ROA27C02","Injury Collisions","2014","2014","23","Sligo","Number","67"
"ROA27C02","Injury Collisions","2014","2014","24","Cavan","Number","107"
"ROA27C02","Injury Collisions","2014","2014","25","Donegal","Number","200"
"ROA27C02","Injury Collisions","2014","2014","26","Monaghan","Number","74"
"ROA27C02","Injury Collisions","2015","2015","-","All Counties","Number","5676"
"ROA27C02","Injury Collisions","2015","2015","01","Carlow","Number","61"
"ROA27C02","Injury Collisions","2015","2015","02","Dublin","Number","1736"
"ROA27C02","Injury Collisions","2015","2015","03","Kildare","Number","223"
"ROA27C02","Injury Collisions","2015","2015","04","Kilkenny","Number","129"
"ROA27C02","Injury Collisions","2015","2015","05","Laois","Number","74"
"ROA27C02","Injury Collisions","2015","2015","06","Longford","Number","70"
"ROA27C02","Injury Collisions","2015","2015","07","Louth","Number","161"
"ROA27C02","Injury Collisions","2015","2015","08","Meath","Number","212"
"ROA27C02","Injury Collisions","2015","2015","09","Offaly","Number","68"
"ROA27C02","Injury Collisions","2015","2015","10","Westmeath","Number","106"
"ROA27C02","Injury Collisions","2015","2015","11","Wexford","Number","177"
"ROA27C02","Injury Collisions","2015","2015","12","Wicklow","Number","155"
"ROA27C02","Injury Collisions","2015","2015","13","Clare","Number","102"
"ROA27C02","Injury Collisions","2015","2015","14","Cork","Number","539"
"ROA27C02","Injury Collisions","2015","2015","15","Kerry","Number","205"
"ROA27C02","Injury Collisions","2015","2015","16","Limerick","Number","263"
"ROA27C02","Injury Collisions","2015","2015","17","Tipperary","Number","173"
"ROA27C02","Injury Collisions","2015","2015","18","Waterford","Number","160"
"ROA27C02","Injury Collisions","2015","2015","19","Galway","Number","324"
"ROA27C02","Injury Collisions","2015","2015","20","Leitrim","Number","51"
"ROA27C02","Injury Collisions","2015","2015","21","Mayo","Number","144"
"ROA27C02","Injury Collisions","2015","2015","22","Roscommon","Number","78"
"ROA27C02","Injury Collisions","2015","2015","23","Sligo","Number","69"
"ROA27C02","Injury Collisions","2015","2015","24","Cavan","Number","109"
"ROA27C02","Injury Collisions","2015","2015","25","Donegal","Number","190"
"ROA27C02","Injury Collisions","2015","2015","26","Monaghan","Number","97"
"ROA27C02","Injury Collisions","2016","2016","-","All Counties","Number","5717"
"ROA27C02","Injury Collisions","2016","2016","01","Carlow","Number","52"
"ROA27C02","Injury Collisions","2016","2016","02","Dublin","Number","1859"
"ROA27C02","Injury Collisions","2016","2016","03","Kildare","Number","263"
"ROA27C02","Injury Collisions","2016","2016","04","Kilkenny","Number","115"
"ROA27C02","Injury Collisions","2016","2016","05","Laois","Number","87"
"ROA27C02","Injury Collisions","2016","2016","06","Longford","Number","67"
"ROA27C02","Injury Collisions","2016","2016","07","Louth","Number","159"
"ROA27C02","Injury Collisions","2016","2016","08","Meath","Number","204"
"ROA27C02","Injury Collisions","2016","2016","09","Offaly","Number","80"
"ROA27C02","Injury Collisions","2016","2016","10","Westmeath","Number","111"
"ROA27C02","Injury Collisions","2016","2016","11","Wexford","Number","150"
"ROA27C02","Injury Collisions","2016","2016","12","Wicklow","Number","144"
"ROA27C02","Injury Collisions","2016","2016","13","Clare","Number","108"
"ROA27C02","Injury Collisions","2016","2016","14","Cork","Number","523"
"ROA27C02","Injury Collisions","2016","2016","15","Kerry","Number","195"
"ROA27C02","Injury Collisions","2016","2016","16","Limerick","Number","263"
"ROA27C02","Injury Collisions","2016","2016","17","Tipperary","Number","159"
"ROA27C02","Injury Collisions","2016","2016","18","Waterford","Number","128"
"ROA27C02","Injury Collisions","2016","2016","19","Galway","Number","279"
"ROA27C02","Injury Collisions","2016","2016","20","Leitrim","Number","64"
"ROA27C02","Injury Collisions","2016","2016","21","Mayo","Number","134"
"ROA27C02","Injury Collisions","2016","2016","22","Roscommon","Number","92"
"ROA27C02","Injury Collisions","2016","2016","23","Sligo","Number","74"
"ROA27C02","Injury Collisions","2016","2016","24","Cavan","Number","112"
"ROA27C02","Injury Collisions","2016","2016","25","Donegal","Number","213"
"ROA27C02","Injury Collisions","2016","2016","26","Monaghan","Number","82"
"ROA27C02","Injury Collisions","2017","2017","-","All Counties","Number","5900"
"ROA27C02","Injury Collisions","2017","2017","01","Carlow","Number","55"
"ROA27C02","Injury Collisions","2017","2017","02","Dublin","Number","1939"
"ROA27C02","Injury Collisions","2017","2017","03","Kildare","Number","244"
"ROA27C02","Injury Collisions","2017","2017","04","Kilkenny","Number","92"
"ROA27C02","Injury Collisions","2017","2017","05","Laois","Number","111"
"ROA27C02","Injury Collisions","2017","2017","06","Longford","Number","56"
"ROA27C02","Injury Collisions","2017","2017","07","Louth","Number","205"
"ROA27C02","Injury Collisions","2017","2017","08","Meath","Number","189"
"ROA27C02","Injury Collisions","2017","2017","09","Offaly","Number","108"
"ROA27C02","Injury Collisions","2017","2017","10","Westmeath","Number","108"
"ROA27C02","Injury Collisions","2017","2017","11","Wexford","Number","177"
